measure_id,measure_name,measure_format,filter_id,demographics,location_id,location_type,location_name,numerator,denominator,value,missing,missing_percentage,status,count,sum,sum_squares,minimum,maximum,standard_deviation,average,population,total_cases,median_household_income,num_full_time_prosecutors,total_num_law_enforcement_agencies
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA101,county,Philadelphia,61526,580017,10.6076,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,1536704,262552,37192,NA,5
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA103,county,Pike,1150,21581,5.3288,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,57179,2533,59340,NA,7
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA105,county,Potter,310,7077,4.3804,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,17487,1101,41547,NA,6
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA107,county,Schuylkill,3349,59658,5.6137,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,147700,8900,45012,7,47
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA109,county,Snyder,702,14397,4.876,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,39711,1943,46513,1,5
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA111,county,Somerset,1056,29791,3.5447,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,77341,3141,43597,2,17
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA113,county,Sullivan,60,2402,2.4979,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,6419,400,40964,1,1
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA115,county,Susquehanna,851,17163,4.9583,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,42948,2364,48231,1,8
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA117,county,Tioga,950,17058,5.5692,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,42267,1886,44187,2,12
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA119,county,Union,823,15062,5.4641,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,44932,1633,48528,NA,7
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA121,county,Venango,1582,22547,7.0165,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,54590,3339,41977,NA,6
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA123,county,Warren,693,17257,4.0158,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,41429,2430,43764,3,5
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA125,county,Washington,4182,84098,4.9728,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,208047,14081,53693,10,24
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA127,county,Wayne,962,19558,4.9187,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,52212,2141,49313,3,5
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA129,county,Westmoreland,8294,152109,5.4527,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,364090,20987,50736,23,34
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA131,county,Wyoming,582,10992,5.2948,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,28177,1895,48482,2,7
507,Single Female-Headed Households with Children,PERCENTAGE,1,all defendants,PA133,county,York,11048,167592,6.5922,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,436339,34619,58745,28,22
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA,state,Pennsylvania,NA,NA,9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,12731381,935686,52548,NA,NA
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA001,county,Adams,NA,NA,5.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,101496,5154,59492,4,14
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA003,county,Allegheny,NA,NA,7.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,1226933,73141,51366,6,98
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA005,county,Armstrong,NA,NA,8.5,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,68614,3276,45241,NA,9
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA007,county,Beaver,NA,NA,7.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,170382,10859,49217,8,29
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA009,county,Bedford,NA,NA,8.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,49490,2397,43290,3,5
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA011,county,Berks,NA,NA,9.8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,412078,20866,55170,30,43
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA013,county,Blair,NA,NA,7.3,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,126940,11610,42992,8,15
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA015,county,Bradford,NA,NA,6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,62624,4057,46963,4,8
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA017,county,Bucks,NA,NA,8.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,625977,34866,76555,27,41
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA019,county,Butler,NA,NA,7,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,184535,10793,58230,6,13
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA021,county,Cambria,NA,NA,8.8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,142448,9796,41730,1,28
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA023,county,Cameron,NA,NA,7.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,5000,330,41410,0,2
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA025,county,Carbon,NA,NA,10.4,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,65074,4060,48900,3,13
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA027,county,Centre,NA,NA,5.8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,154460,7288,50336,8,4
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA029,county,Chester,NA,NA,6.7,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,503075,20967,86050,36,44
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA031,county,Clarion,NA,NA,8.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,39720,2386,42389,2,6
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA033,county,Clearfield,NA,NA,9.4,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,81536,4622,41030,4,9
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA035,county,Clinton,NA,NA,7.5,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,39501,2185,42184,2,8
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA037,county,Columbia,NA,NA,6.3,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,67021,3778,44807,1,11
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA039,county,Crawford,NA,NA,9.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,88173,4733,42504,5,15
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA041,county,Cumberland,NA,NA,6.5,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,237449,13507,60826,NA,21
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA043,county,Dauphin,NA,NA,7.7,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,269035,25973,54066,22,21
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA045,county,Delaware,NA,NA,9.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,559771,37474,64041,49,47
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA047,county,Elk,NA,NA,6.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,31799,1740,45767,1,5
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA049,county,Erie,NA,NA,9.3,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,280518,14962,45202,NA,13
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA051,county,Fayette,NA,NA,10,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,136145,9210,39115,10,15
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA053,county,Forest,NA,NA,7.3,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,7696,366,36556,0,1
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA055,county,Franklin,NA,NA,7.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,150594,10857,52637,8,8
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA057,county,Fulton,NA,NA,9.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,14779,1070,48461,1,2
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA059,county,Greene,NA,NA,7.3,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,38362,2262,44388,NA,4
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA061,county,Huntingdon,NA,NA,7.8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,45874,3017,44183,1,4
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA063,county,Indiana,NA,NA,8.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,88404,5000,43997,4,7
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA065,county,Jefferson,NA,NA,7.7,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,45015,2519,41262,2,6
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA067,county,Juniata,NA,NA,7.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,24737,996,46163,NA,2
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA069,county,Lackawanna,NA,NA,8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,214275,12938,46044,14,22
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA071,county,Lancaster,NA,NA,7.4,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,523306,27281,56483,28,30
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA073,county,Lawrence,NA,NA,8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,90374,6068,43546,6,13
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA075,county,Lebanon,NA,NA,7.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,134411,9146,54818,NA,8
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA077,county,Lehigh,NA,NA,10.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,352068,25176,54923,NA,18
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA079,county,Luzerne,NA,NA,8.4,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,320827,19022,44402,25,49
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA081,county,Lycoming,NA,NA,9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,116604,9235,45430,7,14
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA083,county,McKean,NA,NA,10.7,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,43294,2708,41834,7,9
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA085,county,Mercer,NA,NA,9.4,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,116059,8442,44301,9,12
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA087,county,Mifflin,NA,NA,9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,46698,2940,40384,1,2
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA089,county,Monroe,NA,NA,13.7,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,168947,12520,57408,12,9
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA091,county,Montgomery,NA,NA,7.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,804621,43685,79183,30,48
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA093,county,Montour,NA,NA,7.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,18379,911,51482,NA,2
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA095,county,Northampton,NA,NA,8.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,298439,14904,60097,NA,23
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA097,county,Northumberland,NA,NA,9.3,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,94444,6016,41208,5,16
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA099,county,Perry,NA,NA,8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,45808,2632,57375,1,7
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA101,county,Philadelphia,NA,NA,15.1,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,1536704,262552,37192,NA,5
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA103,county,Pike,NA,NA,13.4,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,57179,2533,59340,NA,7
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA105,county,Potter,NA,NA,7.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,17487,1101,41547,NA,6
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA107,county,Schuylkill,NA,NA,9.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,147700,8900,45012,7,47
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA109,county,Snyder,NA,NA,6.3,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,39711,1943,46513,1,5
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA111,county,Somerset,NA,NA,8.5,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,77341,3141,43597,2,17
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA113,county,Sullivan,NA,NA,7.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,6419,400,40964,1,1
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA115,county,Susquehanna,NA,NA,8.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,42948,2364,48231,1,8
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA117,county,Tioga,NA,NA,8.6,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,42267,1886,44187,2,12
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA119,county,Union,NA,NA,8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,44932,1633,48528,NA,7
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA121,county,Venango,NA,NA,8.5,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,54590,3339,41977,NA,6
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA123,county,Warren,NA,NA,7.4,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,41429,2430,43764,3,5
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA125,county,Washington,NA,NA,7.5,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,208047,14081,53693,10,24
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA127,county,Wayne,NA,NA,7.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,52212,2141,49313,3,5
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA129,county,Westmoreland,NA,NA,6.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,364090,20987,50736,23,34
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA131,county,Wyoming,NA,NA,7.9,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,28177,1895,48482,2,7
508,Unemployment Rate,PERCENTAGE,1,all defendants,PA133,county,York,NA,NA,8.8,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,436339,34619,58745,28,22
510,Non-Citizens,PERCENTAGE,1,all defendants,PA,state,Pennsylvania,370228,12731381,2.908,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,12731381,935686,52548,NA,NA
510,Non-Citizens,PERCENTAGE,1,all defendants,PA001,county,Adams,2682,101496,2.6425,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,101496,5154,59492,4,14
510,Non-Citizens,PERCENTAGE,1,all defendants,PA003,county,Allegheny,32947,1226933,2.6853,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,1226933,73141,51366,6,98
510,Non-Citizens,PERCENTAGE,1,all defendants,PA005,county,Armstrong,138,68614,0.2011,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,68614,3276,45241,NA,9
510,Non-Citizens,PERCENTAGE,1,all defendants,PA007,county,Beaver,1025,170382,0.6016,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,170382,10859,49217,8,29
510,Non-Citizens,PERCENTAGE,1,all defendants,PA009,county,Bedford,139,49490,0.2809,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,49490,2397,43290,3,5
510,Non-Citizens,PERCENTAGE,1,all defendants,PA011,county,Berks,15621,412078,3.7908,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,412078,20866,55170,30,43
510,Non-Citizens,PERCENTAGE,1,all defendants,PA013,county,Blair,725,126940,0.5711,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,126940,11610,42992,8,15
510,Non-Citizens,PERCENTAGE,1,all defendants,PA015,county,Bradford,415,62624,0.6627,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,62624,4057,46963,4,8
510,Non-Citizens,PERCENTAGE,1,all defendants,PA017,county,Bucks,18612,625977,2.9733,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,625977,34866,76555,27,41
510,Non-Citizens,PERCENTAGE,1,all defendants,PA019,county,Butler,1243,184535,0.6736,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,184535,10793,58230,6,13
510,Non-Citizens,PERCENTAGE,1,all defendants,PA021,county,Cambria,843,142448,0.5918,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,142448,9796,41730,1,28
510,Non-Citizens,PERCENTAGE,1,all defendants,PA023,county,Cameron,28,5000,0.56,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,5000,330,41410,0,2
510,Non-Citizens,PERCENTAGE,1,all defendants,PA025,county,Carbon,705,65074,1.0834,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,65074,4060,48900,3,13
510,Non-Citizens,PERCENTAGE,1,all defendants,PA027,county,Centre,7320,154460,4.7391,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,154460,7288,50336,8,4
510,Non-Citizens,PERCENTAGE,1,all defendants,PA029,county,Chester,25945,503075,5.1573,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,503075,20967,86050,36,44
510,Non-Citizens,PERCENTAGE,1,all defendants,PA031,county,Clarion,194,39720,0.4884,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,39720,2386,42389,2,6
510,Non-Citizens,PERCENTAGE,1,all defendants,PA033,county,Clearfield,1165,81536,1.4288,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,81536,4622,41030,4,9
510,Non-Citizens,PERCENTAGE,1,all defendants,PA035,county,Clinton,378,39501,0.9569,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,39501,2185,42184,2,8
510,Non-Citizens,PERCENTAGE,1,all defendants,PA037,county,Columbia,806,67021,1.2026,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,67021,3778,44807,1,11
510,Non-Citizens,PERCENTAGE,1,all defendants,PA039,county,Crawford,314,88173,0.3561,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,88173,4733,42504,5,15
510,Non-Citizens,PERCENTAGE,1,all defendants,PA041,county,Cumberland,5939,237449,2.5012,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,237449,13507,60826,NA,21
510,Non-Citizens,PERCENTAGE,1,all defendants,PA043,county,Dauphin,8667,269035,3.2215,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,269035,25973,54066,22,21
510,Non-Citizens,PERCENTAGE,1,all defendants,PA045,county,Delaware,24594,559771,4.3936,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,559771,37474,64041,49,47
510,Non-Citizens,PERCENTAGE,1,all defendants,PA047,county,Elk,76,31799,0.239,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,31799,1740,45767,1,5
510,Non-Citizens,PERCENTAGE,1,all defendants,PA049,county,Erie,5847,280518,2.0844,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,280518,14962,45202,NA,13
510,Non-Citizens,PERCENTAGE,1,all defendants,PA051,county,Fayette,566,136145,0.4157,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,136145,9210,39115,10,15
510,Non-Citizens,PERCENTAGE,1,all defendants,PA053,county,Forest,36,7696,0.4678,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,7696,366,36556,0,1
510,Non-Citizens,PERCENTAGE,1,all defendants,PA055,county,Franklin,3175,150594,2.1083,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,150594,10857,52637,8,8
510,Non-Citizens,PERCENTAGE,1,all defendants,PA057,county,Fulton,31,14779,0.2098,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,14779,1070,48461,1,2
510,Non-Citizens,PERCENTAGE,1,all defendants,PA059,county,Greene,96,38362,0.2502,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,38362,2262,44388,NA,4
510,Non-Citizens,PERCENTAGE,1,all defendants,PA061,county,Huntingdon,256,45874,0.5581,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,45874,3017,44183,1,4
510,Non-Citizens,PERCENTAGE,1,all defendants,PA063,county,Indiana,754,88404,0.8529,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,88404,5000,43997,4,7
510,Non-Citizens,PERCENTAGE,1,all defendants,PA065,county,Jefferson,153,45015,0.3399,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,45015,2519,41262,2,6
510,Non-Citizens,PERCENTAGE,1,all defendants,PA067,county,Juniata,254,24737,1.0268,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,24737,996,46163,NA,2
510,Non-Citizens,PERCENTAGE,1,all defendants,PA069,county,Lackawanna,5856,214275,2.7329,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,214275,12938,46044,14,22
510,Non-Citizens,PERCENTAGE,1,all defendants,PA071,county,Lancaster,11311,523306,2.1615,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,523306,27281,56483,28,30
510,Non-Citizens,PERCENTAGE,1,all defendants,PA073,county,Lawrence,319,90374,0.353,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,90374,6068,43546,6,13
510,Non-Citizens,PERCENTAGE,1,all defendants,PA075,county,Lebanon,2003,134411,1.4902,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,134411,9146,54818,NA,8
510,Non-Citizens,PERCENTAGE,1,all defendants,PA077,county,Lehigh,14799,352068,4.2034,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,352068,25176,54923,NA,18
510,Non-Citizens,PERCENTAGE,1,all defendants,PA079,county,Luzerne,9710,320827,3.0266,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,320827,19022,44402,25,49
510,Non-Citizens,PERCENTAGE,1,all defendants,PA081,county,Lycoming,717,116604,0.6149,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,116604,9235,45430,7,14
510,Non-Citizens,PERCENTAGE,1,all defendants,PA083,county,McKean,292,43294,0.6745,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,43294,2708,41834,7,9
510,Non-Citizens,PERCENTAGE,1,all defendants,PA085,county,Mercer,633,116059,0.5454,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,116059,8442,44301,9,12
510,Non-Citizens,PERCENTAGE,1,all defendants,PA087,county,Mifflin,206,46698,0.4411,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,46698,2940,40384,1,2
510,Non-Citizens,PERCENTAGE,1,all defendants,PA089,county,Monroe,5589,168947,3.3081,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,168947,12520,57408,12,9
510,Non-Citizens,PERCENTAGE,1,all defendants,PA091,county,Montgomery,35612,804621,4.4259,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,804621,43685,79183,30,48
510,Non-Citizens,PERCENTAGE,1,all defendants,PA093,county,Montour,346,18379,1.8826,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,18379,911,51482,NA,2
510,Non-Citizens,PERCENTAGE,1,all defendants,PA095,county,Northampton,8564,298439,2.8696,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,298439,14904,60097,NA,23
510,Non-Citizens,PERCENTAGE,1,all defendants,PA097,county,Northumberland,659,94444,0.6978,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,94444,6016,41208,5,16
510,Non-Citizens,PERCENTAGE,1,all defendants,PA099,county,Perry,285,45808,0.6222,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,45808,2632,57375,1,7
510,Non-Citizens,PERCENTAGE,1,all defendants,PA101,county,Philadelphia,95406,1536704,6.2085,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,1536704,262552,37192,NA,5
510,Non-Citizens,PERCENTAGE,1,all defendants,PA103,county,Pike,1361,57179,2.3802,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,57179,2533,59340,NA,7
510,Non-Citizens,PERCENTAGE,1,all defendants,PA105,county,Potter,49,17487,0.2802,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,17487,1101,41547,NA,6
510,Non-Citizens,PERCENTAGE,1,all defendants,PA107,county,Schuylkill,1689,147700,1.1435,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,147700,8900,45012,7,47
510,Non-Citizens,PERCENTAGE,1,all defendants,PA109,county,Snyder,226,39711,0.5691,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,39711,1943,46513,1,5
510,Non-Citizens,PERCENTAGE,1,all defendants,PA111,county,Somerset,201,77341,0.2599,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,77341,3141,43597,2,17
510,Non-Citizens,PERCENTAGE,1,all defendants,PA113,county,Sullivan,61,6419,0.9503,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,6419,400,40964,1,1
510,Non-Citizens,PERCENTAGE,1,all defendants,PA115,county,Susquehanna,279,42948,0.6496,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,42948,2364,48231,1,8
510,Non-Citizens,PERCENTAGE,1,all defendants,PA117,county,Tioga,178,42267,0.4211,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,42267,1886,44187,2,12
510,Non-Citizens,PERCENTAGE,1,all defendants,PA119,county,Union,1144,44932,2.5461,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,44932,1633,48528,NA,7
510,Non-Citizens,PERCENTAGE,1,all defendants,PA121,county,Venango,136,54590,0.2491,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,54590,3339,41977,NA,6
510,Non-Citizens,PERCENTAGE,1,all defendants,PA123,county,Warren,173,41429,0.4176,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,41429,2430,43764,3,5
510,Non-Citizens,PERCENTAGE,1,all defendants,PA125,county,Washington,1611,208047,0.7743,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,208047,14081,53693,10,24
510,Non-Citizens,PERCENTAGE,1,all defendants,PA127,county,Wayne,636,52212,1.2181,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,52212,2141,49313,3,5
510,Non-Citizens,PERCENTAGE,1,all defendants,PA129,county,Westmoreland,1616,364090,0.4438,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,364090,20987,50736,23,34
